"loan_amnt","term","int_rate","installment","grade","emp_length","home_ownership","annual_inc","verification_status","purpose","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc","recoveries","collections_12_mths_ex_med","acc_now_delinq","tot_coll_amt","tot_cur_bal","total_rev_hi_lim","class"
24000," 36 months",8.18,754.07,"B","9 years","MORTGAGE",293750,"Source Verified","home_improvement",7.79,0,"Aug-1989",0,14,0,44080,63.9,24,0,0,0,0,755291,69000,0
12000," 36 months",17.27,429.45,"C","10+ years","MORTGAGE",48000,"Source Verified","debt_consolidation",10.55,0,"Jun-2000",1,12,1,12028,72.9,20,0,0,0,0,132852,16500,0
26400," 60 months",12.69,596.5,"C","n/a","MORTGAGE",100416,"Source Verified","debt_consolidation",9.35,3,"Aug-1993",0,11,0,21005,38.2,24,0,0,0,0,260356,55000,0
6775," 36 months",6.03,206.21,"A","10+ years","MORTGAGE",57000,"Not Verified","debt_consolidation",16.97,0,"Feb-1997",0,14,0,5816,16.9,26,0,0,0,0,69300,34500,0
35000," 36 months",11.67,1157,"B","3 years","RENT",130000,"Verified","major_purchase",0.69,0,"Sep-2010",0,5,0,790,3.6,5,0,0,0,0,790,22000,0
18750," 36 months",11.67,619.82,"B","8 years","MORTGAGE",75000,"Verified","credit_card",32.08,0,"May-2004",0,10,0,32695,78.4,17,0,0,0,0,279717,41700,0
10800," 36 months",10.99,353.53,"B","10+ years","MORTGAGE",80000,"Not Verified","debt_consolidation",16.92,0,"Oct-1984",0,10,0,8071,48.3,35,0,0,0,0,118672,16700,0
28000," 60 months",16.99,695.73,"D","< 1 year","MORTGAGE",125000,"Source Verified","debt_consolidation",11.08,0,"Dec-1997",1,13,0,19852,67.3,32,0,0,0,0,248608,29500,0
8400," 36 months",13.98,287.02,"C","10+ years","MORTGAGE",84000,"Not Verified","debt_consolidation",7.06,1,"Oct-1981",0,12,0,14852,72.8,15,0,0,0,0,222256,20400,0
16000," 36 months",6.62,491.26,"A","4 years","RENT",69400,"Source Verified","debt_consolidation",17.93,0,"Sep-2004",0,15,0,6571,42.6,29,0,0,0,0,220979,15411,0
10625," 36 months",21.48,402.93,"E","n/a","MORTGAGE",30000,"Verified","debt_consolidation",22.97,1,"Apr-1985",0,14,0,12739,66,27,0,0,0,0,16913,19300,0
7000," 36 months",16.29,247.11,"D","10+ years","RENT",38000,"Not Verified","debt_consolidation",11.51,1,"Jul-2002",0,12,0,5677,30.7,27,0,0,0,1945,6700,18500,0
35000," 36 months",16.29,1235.52,"D","10+ years","MORTGAGE",85000,"Verified","debt_consolidation",17.23,4,"Apr-2000",0,7,0,5455,71.8,35,0,0,0,0,253233,7600,0
8000," 36 months",12.12,266.18,"B","5 years","RENT",81754,"Not Verified","credit_card",10.94,0,"Feb-2001",2,11,0,17136,57.7,19,0,0,0,0,28847,29700,0
12000," 60 months",13.98,279.1,"C","1 year","RENT",57000,"Verified","debt_consolidation",25.77,0,"Aug-2004",1,11,0,7921,52.5,13,0,0,0,0,38849,15100,0
19500," 36 months",8.9,619.19,"A","10+ years","MORTGAGE",60000,"Not Verified","debt_consolidation",28.06,0,"Mar-1993",0,11,0,16168,65.2,24,0,0,0,0,241706,24800,0
15000," 60 months",24.99,440.19,"F","10+ years","RENT",89000,"Verified","debt_consolidation",6.54,0,"May-1995",1,5,0,0,0,21,0,0,0,0,8802,5200,0
24000," 60 months",21,649.29,"E","1 year","MORTGAGE",75000,"Verified","small_business",16.08,0,"Mar-2003",0,9,1,7238,30.6,22,0,0,0,0,173121,23645,0
35000," 36 months",19.19,1286.33,"E","5 years","OWN",96000,"Verified","debt_consolidation",10.31,0,"Jun-2003",1,12,0,17709,53.5,18,0,0,0,0,30755,33100,0
29850," 36 months",17.57,1072.73,"D","10+ years","OWN",68000,"Verified","credit_card",30.8,0,"Jul-2001",1,36,0,32723,60.9,56,0,0,0,344,44087,53700,0
6000," 36 months",12.12,199.63,"B","9 years","MORTGAGE",90000,"Not Verified","home_improvement",7.27,1,"Nov-1988",0,16,0,15322,70.3,34,0,0,0,0,131334,21800,0
9950," 36 months",14.33,341.67,"C","5 years","MORTGAGE",57600,"Not Verified","debt_consolidation",4.19,1,"Dec-1988",1,9,0,5038,46.6,19,0,0,0,0,192897,10800,0
4000," 36 months",10.99,130.94,"B","n/a","OWN",55000,"Verified","other",21.21,2,"Jun-1974",0,10,0,19561,77.6,25,0,0,0,0,20582,25200,0
8800," 36 months",15.1,305.49,"C","10+ years","MORTGAGE",90000,"Verified","debt_consolidation",11.4,0,"Oct-2002",1,6,0,14007,73.7,17,0,0,0,0,28114,19000,0
21000," 36 months",7.62,654.39,"A","10+ years","MORTGAGE",95000,"Source Verified","credit_card",27.84,0,"Jan-1987",4,13,0,68956,25.8,28,0,0,0,0,393911,106700,0
25000," 36 months",14.65,862.36,"C","9 years","RENT",59000,"Source Verified","debt_consolidation",37.65,0,"Apr-1985",0,8,0,5668,23.5,21,0,0,0,0,39038,16000,0
10000," 36 months",12.12,332.72,"B","4 years","MORTGAGE",50000,"Not Verified","debt_consolidation",11.28,0,"Aug-2004",0,10,0,7404,49.4,16,0,0,0,0,137825,15000,0
6000," 36 months",19.52,221.52,"D","10+ years","MORTGAGE",145000,"Verified","wedding",13.9,0,"Jul-1999",2,17,0,38562,95.5,32,0,0,0,0,202562,40400,0
14000," 36 months",11.99,464.94,"B","3 years","MORTGAGE",60000,"Not Verified","debt_consolidation",23.24,0,"Mar-1996",3,16,0,13784,34,30,0,0,0,0,120029,40500,0
4000," 36 months",10.64,130.28,"B","10+ years","MORTGAGE",82000,"Not Verified","home_improvement",19.75,0,"Mar-2000",2,7,0,7991,66.6,17,0,0,0,0,250415,12000,0
35000," 60 months",22.7,980.65,"E","4 years","MORTGAGE",280000,"Verified","debt_consolidation",9.3,0,"Sep-1998",4,16,0,35012,44.7,34,0,0,0,0,554320,77900,0
20000," 60 months",15.8,484.24,"C","1 year","MORTGAGE",125000,"Verified","debt_consolidation",28.8,0,"Jul-1977",0,23,0,34375,62.8,57,0,0,0,0,450809,54700,0
35000," 60 months",19.52,917.97,"D","6 years","MORTGAGE",105533.9,"Verified","debt_consolidation",16.76,0,"Dec-1997",0,9,0,34819,70.6,24,0,0,0,0,216507,49300,0
28000," 36 months",17.77,1009.04,"D","10+ years","MORTGAGE",160000,"Verified","debt_consolidation",17.43,1,"Aug-1976",0,19,0,26571,43.8,42,0,0,0,0,481088,60600,0
15500," 36 months",18.55,564.65,"D","4 years","RENT",1e+05,"Not Verified","debt_consolidation",11.65,0,"Sep-1997",0,7,0,7789,78.7,13,0,0,0,286,32870,9900,0
19000," 60 months",16.29,464.98,"D","9 years","MORTGAGE",61000,"Not Verified","debt_consolidation",9.28,2,"May-2005",2,7,0,7182,61.4,34,0,0,0,0,135387,11700,0
4000," 36 months",14.65,137.98,"C","1 year","RENT",30000,"Not Verified","credit_card",19.71,0,"Apr-2008",0,29,0,9634,57.3,36,0,0,0,0,199658,16800,0
33500," 60 months",20.2,891.28,"E","8 years","RENT",210000,"Verified","debt_consolidation",9.35,3,"Mar-1996",2,15,0,16557,79.6,34,0,0,0,0,60705,20800,0
15000," 60 months",10.16,319.89,"B","7 years","MORTGAGE",45000,"Source Verified","home_improvement",12.11,0,"Nov-1997",1,6,0,1413,7.4,21,0,0,0,0,89564,19173,0
21000," 36 months",11.14,688.91,"B","< 1 year","RENT",170000,"Not Verified","credit_card",7.23,0,"Sep-1996",2,8,0,27493,81.8,22,0,0,0,0,158186,33600,0
4500," 36 months",7.9,140.81,"A","10+ years","OWN",16050,"Verified","debt_consolidation",21.53,0,"Jan-2002",0,7,0,8243,67,9,0,0,0,0,8243,12300,0
13000," 36 months",10.99,425.55,"B","1 year","RENT",66760,"Source Verified","credit_card",12.74,0,"Oct-2007",0,17,0,11185,88.1,24,0,0,0,0,42625,12700,0
3000," 36 months",6.62,92.12,"A","10+ years","MORTGAGE",105000,"Source Verified","home_improvement",4.59,0,"Nov-2003",0,14,0,761,1.3,39,0,0,0,0,216891,56900,0
3825," 36 months",21,144.11,"E","4 years","RENT",16745,"Verified","debt_consolidation",9.82,0,"Jun-2006",0,4,0,4361,94.8,6,0,0,0,0,4361,4600,0
6600," 36 months",10.99,216.05,"B","3 years","RENT",29500,"Source Verified","debt_consolidation",19.61,0,"Mar-2004",1,12,0,5944,95.9,23,0,0,0,0,17046,6200,0
15500," 60 months",9.17,323.04,"B","10+ years","MORTGAGE",55000,"Not Verified","credit_card",12.37,0,"Nov-1992",0,4,0,27760,78.2,20,0,0,0,0,99034,35500,0
6075," 36 months",17.27,217.41,"C","4 years","RENT",104000,"Verified","other",8.56,0,"Dec-1993",0,9,1,7133,62.6,22,0,0,0,0,78351,11400,0
22000," 36 months",7.9,688.39,"A","10+ years","MORTGAGE",121000,"Source Verified","debt_consolidation",14.85,0,"Aug-1999",0,17,0,20490,43.7,27,0,1,0,60,210377,46900,0
15200," 36 months",13.11,512.96,"B","2 years","RENT",73230,"Not Verified","debt_consolidation",3.98,0,"Jul-1994",0,4,0,5740,55.7,14,0,0,0,0,5740,10300,0
11875," 36 months",7.62,370.05,"A","10+ years","MORTGAGE",2e+05,"Source Verified","other",16.9,1,"Mar-1994",2,10,0,2874,46.4,27,0,0,0,0,347115,6200,0
8000," 36 months",13.68,272.18,"C","2 years","OWN",25000,"Not Verified","debt_consolidation",25.39,0,"May-2008",0,6,0,5771,55,6,0,0,0,0,23042,10500,0
8325," 36 months",14.33,285.87,"C","< 1 year","RENT",25000,"Not Verified","debt_consolidation",19.78,1,"Feb-1996",0,6,0,5045,75.3,15,0,0,0,0,17888,6700,0
8000," 36 months",6.03,243.49,"A","< 1 year","RENT",34000,"Not Verified","debt_consolidation",9.6,0,"Apr-2004",0,10,0,633,5.3,21,0,0,0,0,19067,12000,0
9750," 36 months",16.29,344.18,"C","5 years","MORTGAGE",37439,"Verified","debt_consolidation",34.04,0,"Dec-1978",1,12,0,8774,71.9,42,0,0,0,0,99277,12200,0
8000," 36 months",19.05,293.46,"D","1 year","RENT",88000,"Verified","debt_consolidation",12.82,0,"Sep-2003",1,6,0,21284,90.6,11,0,0,0,0,35899,23500,0
6000," 36 months",11.67,198.35,"B","3 years","MORTGAGE",52500,"Not Verified","debt_consolidation",15.75,0,"Sep-1994",0,7,0,11866,46.7,23,0,0,0,0,227541,25400,0
11200," 36 months",11.53,369.5,"B","2 years","RENT",58000,"Source Verified","debt_consolidation",7.12,0,"Jan-2003",0,7,0,9879,95,13,0,0,0,0,14594,10400,0
6100," 36 months",11.99,202.58,"B","10+ years","RENT",22000,"Verified","credit_card",8.84,0,"Oct-2006",0,3,0,6171,92.1,7,0,0,0,0,6171,6700,0
14100," 36 months",18.25,511.52,"D","10+ years","RENT",49000,"Not Verified","debt_consolidation",26.6,0,"Apr-2005",0,7,0,16796,91.3,9,0,0,0,0,27514,18400,0
8000," 36 months",18.25,290.23,"D","7 years","RENT",1e+05,"Not Verified","debt_consolidation",20.17,0,"Oct-1998",2,9,1,6372,70.8,17,0,0,0,0,60316,9000,0
24000," 36 months",11.14,787.33,"B","9 years","MORTGAGE",85000,"Source Verified","debt_consolidation",21.73,0,"Jun-2002",3,9,0,36026,69.7,25,0,0,0,0,383849,51700,0
15000," 60 months",17.57,377.41,"D","5 years","MORTGAGE",42314,"Source Verified","home_improvement",22.89,1,"May-2005",1,16,0,14062,43.9,26,0,0,0,0,131817,32000,0
9000," 36 months",11.99,298.89,"B","6 years","RENT",50000,"Verified","debt_consolidation",11.45,0,"May-1991",1,18,0,8299,18,21,0,0,0,0,8299,46200,0
9600," 36 months",14.33,329.65,"C","8 years","RENT",35000,"Verified","medical",8.43,0,"May-2002",2,13,0,5778,55,41,0,0,0,0,194795,10500,0
12000," 36 months",6.49,367.74,"A","n/a","MORTGAGE",75000,"Verified","debt_consolidation",7.17,0,"May-1990",0,19,1,5742,10.3,47,0,0,0,0,192992,55500,0
14300," 36 months",18.49,520.51,"D","9 years","RENT",40000,"Verified","debt_consolidation",29.7,0,"May-1999",1,16,0,13537,64.5,39,0,0,0,319,24248,21000,0
16000," 36 months",6.62,491.26,"A","2 years","MORTGAGE",86000,"Source Verified","debt_consolidation",18.38,0,"Apr-2002",0,23,0,3997,18.3,38,0,0,0,0,257245,21900,0
16800," 36 months",11.55,554.4,"B","10+ years","RENT",39000,"Not Verified","credit_card",12.98,0,"Dec-2002",0,7,1,5409,54.1,17,0,0,0,0,20599,10000,0
8500," 36 months",20.2,316.76,"D","< 1 year","RENT",35000,"Not Verified","debt_consolidation",9.22,0,"May-1999",2,7,0,7996,78.4,26,0,0,0,0,7996,10200,0
14400," 60 months",13.67,332.61,"B","5 years","MORTGAGE",64240,"Source Verified","credit_card",19.37,0,"Nov-1999",3,10,0,11331,70.8,27,0,0,0,0,204171,16000,0
2800," 36 months",12.35,93.47,"B","10+ years","MORTGAGE",72000,"Verified","debt_consolidation",14.2,0,"Sep-2001",1,12,0,1370,7.3,46,0,0,0,0,190789,18800,0
7000," 36 months",13.35,237.04,"C","3 years","OWN",75000,"Verified","credit_card",3.68,1,"Feb-1975",0,9,6,6607,60.6,17,0,0,0,55,35019,10900,0
19400," 36 months",8.9,616.02,"A","10+ years","MORTGAGE",75000,"Verified","credit_card",13.94,0,"Feb-2003",0,5,1,5367,82.6,10,0,0,0,0,298630,6500,0
8000," 36 months",19.2,294.06,"D","1 year","RENT",40000,"Not Verified","debt_consolidation",27.57,0,"Sep-2010",2,4,0,3258,69.3,8,0,0,0,0,44444,4700,0
16700," 36 months",16.29,589.52,"D","2 years","MORTGAGE",132000,"Verified","home_improvement",9.74,0,"Feb-2000",0,7,0,352,17.6,21,0,0,0,23447,1475637,2000,0
4500," 36 months",12.12,149.73,"B","10+ years","MORTGAGE",66700,"Not Verified","credit_card",24.2,0,"Jan-1997",0,11,0,50460,90.3,14,0,0,0,0,195974,55900,0
7100," 36 months",18.55,258.65,"E","2 years","RENT",48000,"Verified","debt_consolidation",16.15,0,"Mar-2004",1,18,1,9286,38.2,21,0,1,0,60,26090,24300,0
25475," 60 months",23.63,727.41,"F","1 year","MORTGAGE",72000,"Verified","home_improvement",20.17,0,"Sep-1999",3,17,1,17065,60.4,32,0,0,0,0,284780,27600,0
28000," 60 months",15.61,675.12,"D","10+ years","MORTGAGE",1e+05,"Source Verified","debt_consolidation",34.61,0,"Sep-1993",0,6,0,74729,97.6,17,0,0,0,0,223980,76600,0
10950," 36 months",11.14,359.22,"B","2 years","RENT",41000,"Not Verified","credit_card",25.84,0,"Oct-2000",0,5,0,17799,53.8,10,0,0,0,0,23285,33100,0
35000," 36 months",9.99,1129.19,"B","10+ years","MORTGAGE",130000,"Verified","credit_card",24.56,0,"May-1993",0,14,0,89365,70.4,33,0,0,0,0,566446,127000,0
16000," 60 months",16.49,393.27,"D","3 years","RENT",65000,"Source Verified","debt_consolidation",20.81,0,"Apr-1991",1,9,1,13919,53.9,13,0,0,0,0,39343,25800,0
35000," 36 months",15.22,1217.07,"C","7 years","MORTGAGE",134552,"Verified","debt_consolidation",18.92,0,"Jan-1995",0,13,0,126875,42.9,34,0,0,0,0,766930,168600,0
14400," 36 months",13.11,485.96,"B","3 years","MORTGAGE",54000,"Not Verified","credit_card",20.73,0,"Feb-1993",2,9,0,27056,70.3,35,0,0,0,0,232123,38500,0
16000," 60 months",15.31,383.25,"C","2 years","MORTGAGE",42000,"Verified","debt_consolidation",30.26,0,"Jun-1997",0,20,0,9301,52.3,36,0,0,0,0,198566,17800,0
5000," 36 months",16.2,176.28,"C","10+ years","MORTGAGE",53000,"Verified","credit_card",8.51,1,"Aug-1993",1,6,0,18246,95.5,13,0,0,0,0,168575,19100,0
24000," 60 months",12.12,535.33,"B","10+ years","MORTGAGE",70000,"Verified","debt_consolidation",25.25,0,"Jan-1992",1,15,0,22965,41.5,32,0,0,0,0,178780,55400,0
13175," 36 months",9.25,420.5,"A","6 years","RENT",59000,"Verified","debt_consolidation",34.19,0,"Nov-1993",0,16,0,13171,12.2,39,0,0,0,0,85543,107900,0
15000," 36 months",9.71,481.97,"B","< 1 year","RENT",72000,"Not Verified","credit_card",25.38,0,"Jul-2004",0,15,0,18106,65.5,20,0,0,0,0,37679,27650,0
10800," 36 months",10.15,349.25,"B","8 years","MORTGAGE",38000,"Source Verified","debt_consolidation",23.06,0,"Nov-1997",1,17,0,10025,32.2,20,0,0,0,980,164771,31100,0
14400," 36 months",7.9,450.58,"A","10+ years","MORTGAGE",140000,"Source Verified","credit_card",4.02,0,"Jul-1984",2,7,0,11658,83.3,28,0,0,0,0,548597,14000,0
15450," 36 months",12.69,518.27,"C","10+ years","RENT",89824.54,"Source Verified","credit_card",8.26,0,"Oct-2002",0,10,1,7396,26.2,16,0,0,0,436,35306,28200,0
24000," 60 months",10.49,515.74,"B","7 years","RENT",135000,"Verified","credit_card",25.13,0,"Feb-1979",1,13,0,25759,77.1,30,0,0,0,0,81126,33400,0
3500," 36 months",12.29,116.74,"C","10+ years","MORTGAGE",37000,"Not Verified","home_improvement",26.66,0,"Mar-2004",0,6,1,2306,57.6,22,0,0,0,0,49264,4000,0
20425," 60 months",22.4,568.78,"E","n/a","MORTGAGE",71000,"Verified","credit_card",15.78,0,"Aug-2001",2,10,0,13847,83.4,15,0,0,0,0,292797,16600,0
9450," 36 months",7.62,294.48,"A","10+ years","MORTGAGE",57834,"Verified","debt_consolidation",32.97,0,"Sep-1975",0,12,0,38566,50.9,30,0,0,0,0,252342,75800,0
15000," 36 months",10.99,491.01,"B","6 years","MORTGAGE",96000,"Source Verified","credit_card",12.3,1,"Feb-1990",0,16,0,21455,78,24,0,0,0,0,312897,27500,0
13000," 36 months",11.99,431.73,"B","2 years","MORTGAGE",69000,"Not Verified","debt_consolidation",4.87,0,"Sep-1996",0,7,0,7855,91.3,28,0,0,0,0,197495,8600,0
11400," 36 months",13.98,389.52,"C","1 year","MORTGAGE",30000,"Not Verified","credit_card",14.48,0,"Feb-1996",1,9,0,9992,64.1,22,0,0,0,0,176176,15600,0
10800," 60 months",15.31,258.7,"C","10+ years","RENT",83200,"Source Verified","debt_consolidation",11.12,0,"Feb-1999",0,8,0,20280,89.3,30,0,0,0,0,20280,22700,0
24000," 60 months",9.99,509.82,"B","9 years","MORTGAGE",73000,"Source Verified","debt_consolidation",22.7,0,"Sep-1994",0,15,0,16372,51.3,45,0,0,0,0,122224,31900,0
18000," 60 months",20.49,481.82,"E","< 1 year","MORTGAGE",42000,"Verified","debt_consolidation",33.37,0,"Jan-2003",1,19,0,8107,73.7,33,0,0,0,0,150926,11000,0
5500," 36 months",21.6,208.92,"E","2 years","RENT",61286,"Not Verified","debt_consolidation",23.87,4,"Dec-1995",1,13,0,3820,83,44,0,0,0,0,57544,4700,0
9000," 36 months",6.99,277.86,"A","7 years","MORTGAGE",48000,"Not Verified","debt_consolidation",15.28,0,"Jun-2005",0,12,0,8137,29.9,29,0,0,0,0,146969,27200,0
21875," 60 months",24.08,630.32,"F","< 1 year","MORTGAGE",140000,"Source Verified","debt_consolidation",14.59,3,"Jun-1990",1,20,1,5788,71.5,45,0,0,1,0,479402,8100,0
24000," 36 months",6.62,736.89,"A","5 years","MORTGAGE",150000,"Source Verified","home_improvement",3.72,0,"Jul-2001",1,27,0,13980,28.2,58,0,0,0,0,420179,49595,0
12000," 36 months",6.03,365.23,"A","6 years","RENT",45000,"Not Verified","debt_consolidation",21.06,0,"Jun-1986",1,8,0,8114,16.4,16,0,0,0,0,14212,49400,0
35000," 36 months",14.3,1201.33,"C","7 years","MORTGAGE",265000,"Verified","credit_card",8.08,0,"Feb-1997",1,12,0,27541,46.4,40,0,0,0,0,220939,59300,0
24000," 36 months",7.62,747.88,"A","10+ years","MORTGAGE",219896,"Verified","debt_consolidation",7.57,0,"Aug-2002",0,15,0,30359,67.8,25,0,0,0,0,724835,44759,0
6500," 36 months",11.67,214.87,"B","7 years","OWN",47250,"Not Verified","debt_consolidation",24.69,1,"Sep-1995",2,9,1,1890,20,30,0,0,0,80,20810,9525,0
9600," 36 months",13.98,328.02,"C","2 years","RENT",50000,"Source Verified","credit_card",8.52,0,"Jan-2010",2,26,0,9881,22,28,0,0,0,0,9881,44900,0
1200," 36 months",18.55,43.72,"D","4 years","RENT",45000,"Source Verified","other",17.4,0,"Oct-2000",1,11,0,8881,36.2,25,0,0,0,0,46981,24500,0
26375," 60 months",23.4,749.6,"E","5 years","OWN",60000,"Source Verified","debt_consolidation",22.08,0,"Aug-2001",0,13,1,18341,78.7,15,0,0,0,0,60700,23300,0
16050," 60 months",18.49,411.86,"D","2 years","MORTGAGE",45600,"Verified","debt_consolidation",20.32,0,"Sep-1999",1,9,0,26341,87.2,14,0,0,0,0,30814,30201,0
22000," 36 months",13.11,742.44,"B","10+ years","RENT",105000,"Not Verified","debt_consolidation",6.8,0,"Dec-1990",0,6,0,9948,87.3,15,0,0,0,0,24200,11400,0
20000," 36 months",6.49,612.89,"A","9 years","MORTGAGE",70000,"Source Verified","home_improvement",8.79,0,"Jan-2003",0,6,0,2331,7,16,0,0,0,0,225667,33500,0
24000," 36 months",6.03,730.46,"A","7 years","MORTGAGE",150000,"Source Verified","debt_consolidation",6.03,0,"Mar-1989",0,5,0,10039,45.4,16,0,0,0,0,326062,22100,0
7200," 36 months",9.71,231.35,"B","10+ years","MORTGAGE",66000,"Verified","debt_consolidation",20.05,0,"Apr-2006",1,9,0,5644,56.4,16,0,0,0,0,241962,10000,0
14075," 36 months",21.98,537.39,"E","1 year","RENT",75000,"Verified","debt_consolidation",7.94,3,"Feb-2007",0,3,0,752,94,6,0,0,0,0,9440,800,0
19950," 36 months",9.67,640.65,"B","2 years","MORTGAGE",55000,"Source Verified","credit_card",29.39,0,"Jan-2001",1,15,0,31549,70.1,31,0,0,0,0,274278,45000,0
4000," 36 months",13.33,135.42,"C","3 years","RENT",25000,"Verified","debt_consolidation",31.69,1,"Jan-1998",3,16,1,3482,27,29,0,1,0,75,20959,13100,0
3175," 36 months",18.25,115.19,"D","10+ years","MORTGAGE",62500,"Not Verified","debt_consolidation",17.17,0,"Jul-2004",2,10,0,2441,90.4,26,0,0,0,127,97430,2700,0
12000," 36 months",13.11,404.97,"B","8 years","MORTGAGE",78000,"Not Verified","debt_consolidation",14.54,2,"Dec-1997",1,11,0,10157,54,16,0,0,0,0,152659,18800,0
32500," 60 months",21.67,891.53,"E","5 years","MORTGAGE",125000,"Source Verified","debt_consolidation",23.13,0,"Feb-2001",1,10,0,40635,71.4,24,0,0,0,0,292892,56900,0
20000," 36 months",6.03,608.72,"A","10+ years","OWN",125000,"Verified","debt_consolidation",8.76,0,"Feb-2002",1,10,0,14792,22.3,21,0,0,0,0,221571,66280,0
6500," 36 months",22.15,248.75,"E","10+ years","RENT",46843,"Verified","debt_consolidation",2.23,0,"Aug-2000",3,9,1,5443,34.9,29,0,0,0,0,5443,15600,0
14000," 36 months",10.99,458.28,"B","10+ years","MORTGAGE",75000,"Verified","credit_card",11.71,0,"Sep-2001",0,7,1,14842,81.1,16,0,0,0,0,487763,18300,0
13625," 60 months",25.99,407.86,"G","4 years","RENT",40200,"Source Verified","debt_consolidation",24.18,0,"Apr-2001",1,12,0,4864,23.3,18,0,0,0,0,50185,20900,0
35000," 36 months",9.99,1129.19,"B","1 year","MORTGAGE",173000,"Source Verified","debt_consolidation",25.43,0,"Jul-1991",0,14,0,50938,58.7,44,0,0,0,0,569074,90100,0
12500," 36 months",11.14,410.07,"B","10+ years","MORTGAGE",46200,"Verified","credit_card",24.46,0,"Jan-2004",0,10,1,9404,53.4,16,0,0,0,0,141863,17600,0
18225," 36 months",14.09,623.69,"B","10+ years","MORTGAGE",42035,"Verified","debt_consolidation",31.26,0,"Apr-1980",0,11,0,16395,85.8,18,0,0,0,0,22965,19100,0
16000," 36 months",9.71,514.1,"B","7 years","OWN",58000,"Not Verified","credit_card",23.13,0,"Jun-1994",0,10,0,22838,74.6,31,0,0,0,0,111342,30600,0
11000," 36 months",8.39,346.69,"A","2 years","MORTGAGE",45000,"Source Verified","debt_consolidation",17.07,0,"Sep-2003",0,10,0,12353,72.7,30,0,0,0,0,166047,17000,0
14000," 36 months",10.16,452.8,"B","10+ years","RENT",46000,"Not Verified","debt_consolidation",21.5,0,"Mar-2003",0,4,0,9374,59.5,25,0,0,0,0,17767,15743,0
7700," 36 months",12.99,259.41,"B","8 years","MORTGAGE",150000,"Source Verified","debt_consolidation",0.94,0,"Mar-2007",1,6,0,2265,44.4,17,0,0,0,428,57803,5100,0
24575," 36 months",16.29,867.51,"C","10+ years","MORTGAGE",63000,"Verified","debt_consolidation",19.6,0,"Oct-1999",2,8,0,20858,58.9,22,0,0,0,0,31198,35400,0
18000," 36 months",15.8,631.06,"C","5 years","RENT",83000,"Not Verified","credit_card",3.22,0,"Apr-2002",0,5,0,6737,59.6,8,0,0,0,61,6737,11300,0
20000," 60 months",14.64,472.03,"C","1 year","RENT",45000,"Source Verified","credit_card",25.34,1,"Apr-1999",0,15,0,20366,65.7,24,0,0,0,0,44283,31000,0
13000," 36 months",17.77,468.49,"D","7 years","RENT",42500,"Not Verified","debt_consolidation",11.18,0,"May-2001",0,7,0,11030,62.3,21,0,0,0,0,11030,17700,0
